Aesthetic Appreciation and Spanish Art : ||| ADJ NOUN CCONJ ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_R_punct
And I am glad to be here with a mayor who follows two other distinguished mayors of this city , who carries on their tradition - Joe Clark , your United States Senator who was a great mayor of Philadelphia , and Dick Dilworth , who followed him , who was a great mayor of Philadelphia . ||| CCONJ PRON AUX ADJ PART AUX ADV ADP DET NOUN PRON VERB NUM ADJ ADJ NOUN ADP DET NOUN PUNCT PRON VERB ADP PRON NOUN PUNCT PROPN PROPN PUNCT PRON VERB PROPN PROPN PRON AUX DET ADJ NOUN ADP PROPN PUNCT CCONJ PROPN PROPN PUNCT PRON VERB PRON PUNCT PRON AUX DET ADJ NOUN ADP PROPN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_nummod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj REDUCE_R_acl SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_punct SHIFT REDUCE_R_compound SHIFT SHIFT REDUCE_L_nmod REDUCE_R_obj REDUCE_R_acl SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_flat SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod SHIFT REDUCE_L_compound REDUCE_L_nmod REDUCE_L_punct REDUCE_R_appos SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_acl SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_L_punct SHIFT REDUCE_R_flat SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_punct SHIFT REDUCE_R_obj REDUCE_R_acl SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_punct SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_acl REDUCE_R_conj REDUCE_R_parataxis REDUCE_R_obl REDUCE_R_xcomp SHIFT REDUCE_R_punct
That is the tradition of honest , progressive democratic government that Mayor Tate carries on . ||| PRON AUX DET NOUN ADP ADJ PUNCT ADJ ADJ NOUN PRON PROPN PROPN VERB ADP PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_amod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_R_flat SHIFT REDUCE_L_nsubj REDUCE_L_obj SHIFT REDUCE_R_compound REDUCE_R_acl REDUCE_R_nmod SHIFT REDUCE_R_punct
And I am glad to be here with Judge Hoffman and Senator Mahady who also run this fall in the State of Pennsylvania . ||| CCONJ PRON AUX ADJ PART AUX ADV ADP PROPN PROPN CCONJ PROPN PROPN PRON ADV VERB DET NOUN ADP DET PROPN ADP PROPN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_mark SHIFT SHIFT REDUCE_L_case SHIFT REDUCE_R_flat SHIFT SHIFT REDUCE_L_cc SHIFT REDUCE_R_flat SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_det REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl REDUCE_R_acl REDUCE_R_conj REDUCE_R_obl REDUCE_R_xcomp SHIFT REDUCE_R_punct
Everyone expects things of Presidents , but I am not sure that they realize how much depends upon the Members of the House and the Members of the Senate who must make the final judgment on what kind of laws a President must execute . ||| PRON VERB NOUN ADP NOUN PUNCT CCONJ PRON AUX PART ADJ SCONJ PRON VERB ADV ADJ VERB ADP DET PROPN ADP DET PROPN CCONJ DET PROPN ADP DET PROPN PRON AUX VERB DET ADJ NOUN ADP DET NOUN ADP NOUN DET PROPN AUX VERB PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT REDUCE_R_obj SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_advmod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_R_acl REDUCE_R_nmod REDUCE_R_obj REDUCE_R_acl REDUCE_R_obl REDUCE_R_ccomp REDUCE_R_ccomp REDUCE_R_conj SHIFT REDUCE_R_punct
So what you do in this city counts all across the country , and Philadelphia has sent the right men to the House of Representatives and to the Senate of the United States . ||| ADV PRON PRON VERB ADP DET NOUN VERB ADV ADP DET NOUN PUNCT CCONJ PROPN AUX VERB DET ADJ NOUN ADP DET PROPN ADP PROPN CCONJ ADP DET PROPN ADP DET VERB PROPN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_obj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_L_csubj REDUCE_L_advmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_L_advmod REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_L_cc SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_conj REDUCE_R_obl REDUCE_R_conj SHIFT REDUCE_R_punct
And I am also proud to be here with your former Governor who is now working for us in Washington as our adviser on fair housing , Governor Dave Lawrence , of the State of Pennsylvania . ||| CCONJ PRON AUX ADV ADJ PART AUX ADV ADP PRON ADJ NOUN PRON AUX ADV VERB ADP PRON ADP PROPN ADP PRON NOUN ADP ADJ NOUN PUNCT PROPN PROPN PROPN PUNCT ADP DET PROPN ADP PROPN PUNCT ||| SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_mark SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl REDUCE_R_acl SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_flat SHIFT REDUCE_R_flat SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_L_punct SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_parataxis REDUCE_R_obl REDUCE_R_xcomp SHIFT REDUCE_R_punct
Three years ago tomorrow night , I spoke in this hall in the closing days of the 1960 campaign , and I asked the people of this city to give us their support to help this country move again . ||| NUM NOUN ADV NOUN NOUN PUNCT PRON VERB ADP DET NOUN ADP DET ADJ NOUN ADP DET NUM NOUN PUNCT CCONJ PRON VERB DET NOUN ADP DET NOUN PART VERB PRON PRON NOUN PART VERB DET NOUN VERB ADV PUNCT ||| SHIFT SHIFT REDUCE_L_nummod SHIFT REDUCE_L_nmod SHIFT SHIFT REDUCE_L_compound REDUCE_L_advmod SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_nummod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_iobj SHIFT SHIFT REDUCE_L_mark SHIFT REDUCE_R_iobj SHIFT SHIFT REDUCE_L_nmod REDUCE_R_obj SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_det REDUCE_R_obj SHIFT SHIFT REDUCE_R_advmod REDUCE_R_xcomp REDUCE_R_advcl REDUCE_R_xcomp REDUCE_R_conj SHIFT REDUCE_R_punct
The people of Philadelphia gave that support , and the support I received from this city and this State was , as it was in the 1960 convention , the key to our victory across the country . ||| DET NOUN ADP PROPN VERB DET NOUN PUNCT CCONJ DET NOUN PRON VERB ADP DET NOUN CCONJ DET PROPN VERB PUNCT SCONJ PRON AUX ADP DET NUM NOUN PUNCT DET NOUN ADP PRON NOUN ADP DET NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_det REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_cc REDUCE_R_conj REDUCE_R_obl REDUCE_R_acl SHIFT REDUCE_L_nsubj REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_case REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_mark REDUCE_L_punct SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_det REDUCE_L_advcl SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_obj REDUCE_R_conj SHIFT REDUCE_R_punct
I am back in Philadelphia to express my thanks for that support and also to express appreciation for the help we received from those Democrats in this city and State , and to report to you on the progress that this country has made on the goals that were outlined 3 years ago . ||| PRON AUX ADV ADP PROPN PART VERB PRON NOUN ADP DET NOUN CCONJ ADV PART VERB NOUN ADP DET NOUN PRON VERB ADP DET PROPN ADP DET NOUN CCONJ PROPN PUNCT CCONJ PART VERB ADP PRON ADP DET NOUN ADP DET NOUN AUX VERB ADP DET NOUN PRON AUX VERB NUM NOUN ADV PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_nmod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT REDUCE_L_mark REDUCE_L_advmod REDUCE_L_cc SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod REDUCE_R_obl REDUCE_R_acl REDUCE_R_nmod REDUCE_R_obj REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT REDUCE_L_mark REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_obj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_nummod SHIFT REDUCE_L_obl REDUCE_R_advmod REDUCE_R_acl REDUCE_R_obl REDUCE_R_acl REDUCE_R_obl REDUCE_R_conj REDUCE_R_advcl SHIFT REDUCE_R_punct
I did not promise on that October night that life would be easy in the Great Republic . ||| PRON AUX PART VERB ADP DET PROPN NOUN SCONJ NOUN AUX AUX ADJ ADP DET ADJ PROPN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_ccomp SHIFT REDUCE_R_punct
I did not say we would not have new pressures and new problems . ||| PRON AUX PART VERB PRON AUX PART VERB ADJ NOUN CCONJ ADJ NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj REDUCE_R_obj REDUCE_R_ccomp SHIFT REDUCE_R_punct
Nor did I speak of swift solutions in 100 days in office . ||| CCONJ AUX PRON VERB ADP ADJ NOUN ADP NUM NOUN ADP NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_aux REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_nummod REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct
I talked instead about the kind of America that I wanted for my family and for your family and all those who are citizens of this country in these difficult and changing years , the kind of America in which I believed , not as a Democrat or as a candidate , but as a citizen . ||| PRON VERB ADV ADP DET NOUN ADP PROPN PRON PRON VERB ADP PRON NOUN CCONJ ADP PRON NOUN CCONJ DET PRON PRON AUX NOUN ADP DET NOUN ADP DET ADJ CCONJ VERB NOUN PUNCT DET NOUN ADP PROPN ADP PRON PRON VERB PUNCT PART ADP DET PROPN CCONJ ADP DET NOUN PUNCT CCONJ ADP DET NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT REDUCE_R_advmod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_obj SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case REDUCE_L_cc REDUCE_R_conj REDUCE_R_obl REDUCE_R_acl SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_acl REDUCE_R_conj REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_punct SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_L_advmod REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj REDUCE_R_obl REDUCE_R_acl REDUCE_R_nmod REDUCE_R_appos REDUCE_R_obl SHIFT REDUCE_R_punct
Today , in many ways , the world looks very different , and the revolutionary change of pace is even more rapid than it has been in the past . ||| NOUN PUNCT ADP ADJ NOUN PUNCT DET NOUN VERB ADV ADJ PUNCT CCONJ DET ADJ NOUN ADP NOUN AUX ADV ADV ADJ SCONJ PRON AUX AUX ADP DET NOUN PUNCT ||| SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_L_nsubj REDUCE_L_obl REDUCE_L_obl SHIFT SHIFT REDUCE_L_advmod REDUCE_R_xcomp SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_L_cop REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_mark REDUCE_R_advcl REDUCE_R_conj SHIFT REDUCE_R_punct
I still believe in the kind of America which I described in this hall 3 years ago , and I am still determined that this Nation shall continue to strive to meet those goals . ||| PRON ADV VERB ADP DET NOUN ADP PROPN PRON PRON VERB ADP DET NOUN NUM NOUN ADV PUNCT CCONJ PRON AUX ADV ADJ SCONJ DET NOUN AUX VERB PART VERB PART VERB DET NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_obj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT REDUCE_L_nummod SHIFT REDUCE_L_obl REDUCE_R_advmod REDUCE_R_acl REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_det REDUCE_R_obj REDUCE_R_advcl REDUCE_R_xcomp REDUCE_R_ccomp REDUCE_R_conj SHIFT REDUCE_R_punct
And I am gratified to be able to report some progress in the last 33 1/2 months . ||| CCONJ PRON AUX ADJ PART AUX ADJ PART VERB DET NOUN ADP DET ADJ NUM NUM NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_mark SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_det REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_R_compound SHIFT REDUCE_L_nummod REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_xcomp REDUCE_R_advcl SHIFT REDUCE_R_punct
I said , first of all , that I believed in America where work was available to those who were willing and able to work , where the waste of idle men and machines could be avoided , and where greater economic growth could provide the new jobs and the new markets that our growing Nation needed . ||| PRON VERB PUNCT ADV ADP DET PUNCT SCONJ PRON VERB ADP PROPN ADV NOUN AUX ADJ ADP PRON PRON AUX ADJ CCONJ ADJ PART VERB PUNCT ADV DET NOUN ADP ADJ NOUN CCONJ NOUN AUX AUX VERB PUNCT CCONJ ADV ADJ ADJ NOUN AUX VERB DET ADJ NOUN CCONJ DET ADJ NOUN PRON PRON VERB PROPN VERB PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_L_case REDUCE_R_obl REDUCE_R_advmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_mark REDUCE_L_punct SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_advmod SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT REDUCE_L_mark REDUCE_R_xcomp REDUCE_R_acl REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advmod REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advmod REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod SHIFT REDUCE_L_nsubj REDUCE_L_obj REDUCE_R_acl REDUCE_R_obj REDUCE_R_conj REDUCE_R_acl REDUCE_R_obl REDUCE_R_ccomp SHIFT REDUCE_R_punct
That goal has not been fully achieved . ||| DET NOUN AUX PART AUX ADV VERB PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj SHIFT REDUCE_R_punct
There are still too many men and women , particularly young men and women , unable to find work . ||| PRON VERB ADV ADV ADJ NOUN CCONJ NOUN PUNCT ADV ADJ NOUN CCONJ NOUN PUNCT ADJ PART VERB NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_expl SHIFT REDUCE_R_advmod SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_amod SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_advmod REDUCE_L_punct SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_appos SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_L_mark SHIFT REDUCE_R_obj REDUCE_R_xcomp REDUCE_R_acl REDUCE_R_nsubj SHIFT REDUCE_R_punct
And our high wartime tax rates still prevent our economy from growing as fully and as freely as it must . ||| CCONJ PRON ADJ NOUN NOUN NOUN ADV VERB PRON NOUN SCONJ VERB ADV ADV CCONJ ADV ADV SCONJ PRON AUX PUNCT ||| SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_compound REDUCE_L_amod REDUCE_L_nmod SHIFT SHIFT REDUCE_L_advmod REDUCE_L_nsubj REDUCE_L_cc SHIFT SHIFT REDUCE_L_nmod REDUCE_R_obj SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_advmod SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_mark REDUCE_R_advcl REDUCE_R_advmod REDUCE_R_xcomp SHIFT REDUCE_R_punct
The rate of unemployment and idle capacity has been cut , and our economy of the United States will shortly pass the $ 600 billion mark , for a record rise -- for a record rise in 3 years of $ 100 billion -- the largest peacetime rise in the history of the United States . ||| DET NOUN ADP NOUN CCONJ ADJ NOUN AUX AUX VERB PUNCT CCONJ PRON NOUN ADP DET VERB PROPN AUX ADV VERB DET SYM NUM NUM NOUN PUNCT ADP DET ADJ NOUN PUNCT ADP DET ADJ NOUN ADP NUM NOUN ADP SYM NUM NUM PUNCT DET ADJ NOUN NOUN ADP DET NOUN ADP DET VERB PROPN PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_nmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_R_nummod SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_nummod REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_compound REDUCE_R_nummod REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_appos REDUCE_R_parataxis REDUCE_R_obl REDUCE_R_conj SHIFT REDUCE_R_punct
